1;MergeLast;30.0;4;3;592.782
3;MergeLast;30.0;4;3;584.446
5;MergeLast;30.0;4;3;593.125
7;MergeLast;30.0;4;3;577.23
9;MergeLast;30.0;4;3;585.75
0;SpatialJoin;30.0;4;3;641.899
2;SpatialJoin;30.0;4;4;634.567
3;MergeLast;30.0;4;4;560.882
4;SpatialJoin;30.0;4;5;639.184
5;MergeLast;30.0;4;5;533.171
6;SpatialJoin;30.0;4;6;651.047
7;MergeLast;30.0;4;6;489.391
8;SpatialJoin;30.0;4;3;611.923
10;SpatialJoin;30.0;4;4;638.723
11;MergeLast;30.0;4;4;564.014
12;SpatialJoin;30.0;4;5;638.112
13;MergeLast;30.0;4;5;537.427
14;SpatialJoin;30.0;4;6;674.074
15;MergeLast;30.0;4;6;492.423
16;SpatialJoin;30.0;4;3;614.836
18;SpatialJoin;30.0;4;4;621.692
19;MergeLast;30.0;4;4;572.646
20;SpatialJoin;30.0;4;5;649.059
21;MergeLast;30.0;4;5;543.943
22;SpatialJoin;30.0;4;6;658.205
23;MergeLast;30.0;4;6;492.976
24;SpatialJoin;30.0;4;3;615.583
26;SpatialJoin;30.0;4;4;636.166
27;MergeLast;30.0;4;4;552.796
28;SpatialJoin;30.0;4;5;653.782
29;MergeLast;30.0;4;5;525.021
30;SpatialJoin;30.0;4;6;665.7
31;MergeLast;30.0;4;6;489.925
32;SpatialJoin;30.0;4;3;612.033
34;SpatialJoin;30.0;4;4;635.199
35;MergeLast;30.0;4;4;572.54
36;SpatialJoin;30.0;4;5;652.399
37;MergeLast;30.0;4;5;532.522
38;SpatialJoin;30.0;4;6;662.97
39;MergeLast;30.0;4;6;503.658
