0;SpatialJoin;10.0;4;5;462.226
1;SpatialJoin;10.0;4;5;444.708
2;SpatialJoin;10.0;4;5;446.822
3;SpatialJoin;10.0;4;5;455.671
4;SpatialJoin;10.0;4;5;453.472
5;MergeLast;10.0;4;5;484.132
6;MergeLast;15.0;4;5;490.705
7;MergeLast;20.0;4;5;511.015
8;MergeLast;25.0;4;5;517.179
9;MergeLast;30.0;4;5;523.342
10;MergeLast;10.0;4;5;481.197
11;MergeLast;15.0;4;5;500.286
12;MergeLast;20.0;4;5;513.766
13;MergeLast;25.0;4;5;525.002
14;MergeLast;30.0;4;5;528.158
15;MergeLast;10.0;4;5;478.052
16;MergeLast;15.0;4;5;497.852
17;MergeLast;20.0;4;5;515.054
18;MergeLast;25.0;4;5;517.826
19;MergeLast;30.0;4;5;534.669
20;MergeLast;10.0;4;5;489.233
21;MergeLast;15.0;4;5;503.488
22;MergeLast;20.0;4;5;493.011
23;MergeLast;25.0;4;5;525.744
24;MergeLast;30.0;4;5;541.437
25;MergeLast;10.0;4;5;484.603
26;MergeLast;15.0;4;5;490.653
27;MergeLast;20.0;4;5;493.49
28;MergeLast;25.0;4;5;514.052
29;MergeLast;30.0;4;5;529.441
6;SpatialJoin;15;4;5;511.041
7;SpatialJoin;20;4;5;603.078
8;SpatialJoin;25;4;5;736.335
9;SpatialJoin;30;4;5;775.162
11;SpatialJoin;15;4;5;504.301
12;SpatialJoin;20;4;5;582.472
13;SpatialJoin;25;4;5;709.601
14;SpatialJoin;30;4;5;714.218
21;SpatialJoin;15;4;5;493.653
22;SpatialJoin;20;4;5;584.594
23;SpatialJoin;25;4;5;729.853
24;SpatialJoin;30;4;5;749.795
31;SpatialJoin;15;4;5;519.103
32;SpatialJoin;20;4;5;606.662
33;SpatialJoin;25;4;5;763.808
34;SpatialJoin;30;4;5;780.453
41;SpatialJoin;15;4;5;508.339
42;SpatialJoin;20;4;5;605.056
43;SpatialJoin;25;4;5;748.049
44;SpatialJoin;30;4;5;754.413
52;SpatialJoin;15;4;5;501.4
54;SpatialJoin;20;4;5;568.972
56;SpatialJoin;25;4;5;736.36
58;SpatialJoin;30;4;5;675.463
62;SpatialJoin;15;4;5;487.461
64;SpatialJoin;20;4;5;578.19
66;SpatialJoin;25;4;5;694.004
68;SpatialJoin;30;4;5;650.546
72;SpatialJoin;15;4;5;506.516
74;SpatialJoin;20;4;5;573.542
76;SpatialJoin;25;4;5;704.345
78;SpatialJoin;30;4;5;741.17
82;SpatialJoin;15;4;5;515.816
84;SpatialJoin;20;4;5;565.032
86;SpatialJoin;25;4;5;676.39
88;SpatialJoin;30;4;5;658.383
