SpatialJoin;30.0;4;5;  5
SpatialJoin;30.0;4;5;  6
SpatialJoin;30.0;4;5;  7
SpatialJoin;30.0;4;5;  8
SpatialJoin;30.0;4;5;  9
SpatialJoin;30.0;4;5; 10
MergeLast;30.0;4;5;  0
MergeLast;30.0;4;5;  4
MergeLast;30.0;4;5;  1
MergeLast;30.0;4;5;  5
MergeLast;30.0;4;5;  2
MergeLast;30.0;4;5;  6
MergeLast;30.0;4;5;  3
MergeLast;30.0;4;5;  7
MergeLast;30.0;4;5;  8
MergeLast;30.0;4;5;  9
MergeLast;30.0;4;5; 10
SpatialJoin;30.0;4;6;  0
SpatialJoin;30.0;4;6;  1
SpatialJoin;30.0;4;6;  2
SpatialJoin;30.0;4;6;  3
SpatialJoin;30.0;4;6;  4
SpatialJoin;30.0;4;6;  5
SpatialJoin;30.0;4;6;  6
SpatialJoin;30.0;4;6;  7
SpatialJoin;30.0;4;6;  8
SpatialJoin;30.0;4;6;  9
SpatialJoin;30.0;4;6; 10
MergeLast;30.0;4;6;  0
MergeLast;30.0;4;6;  5
MergeLast;30.0;4;6;  1
MergeLast;30.0;4;6;  6
MergeLast;30.0;4;6;  2
MergeLast;30.0;4;6;  7
MergeLast;30.0;4;6;  3
MergeLast;30.0;4;6;  8
MergeLast;30.0;4;6;  4
MergeLast;30.0;4;6;  9
MergeLast;30.0;4;6; 10
SpatialJoin;30.0;4;3;  0
SpatialJoin;30.0;4;3;  1
SpatialJoin;30.0;4;3;  2
SpatialJoin;30.0;4;3;  3
SpatialJoin;30.0;4;3;  4
SpatialJoin;30.0;4;3;  5
SpatialJoin;30.0;4;3;  6
SpatialJoin;30.0;4;3;  7
SpatialJoin;30.0;4;3;  8
SpatialJoin;30.0;4;3;  9
SpatialJoin;30.0;4;3; 10
MergeLast;30.0;4;3;  0
MergeLast;30.0;4;3;  2
MergeLast;30.0;4;3;  1
MergeLast;30.0;4;3;  3
MergeLast;30.0;4;3;  4
MergeLast;30.0;4;3;  5
MergeLast;30.0;4;3;  6
MergeLast;30.0;4;3;  7
MergeLast;30.0;4;3;  8
MergeLast;30.0;4;3;  9
MergeLast;30.0;4;3; 10
SpatialJoin;30.0;4;4;  0
SpatialJoin;30.0;4;4;  1
SpatialJoin;30.0;4;4;  2
SpatialJoin;30.0;4;4;  3
SpatialJoin;30.0;4;4;  4
SpatialJoin;30.0;4;4;  5
SpatialJoin;30.0;4;4;  6
SpatialJoin;30.0;4;4;  7
SpatialJoin;30.0;4;4;  8
SpatialJoin;30.0;4;4;  9
SpatialJoin;30.0;4;4; 10
MergeLast;30.0;4;4;  0
MergeLast;30.0;4;4;  3
MergeLast;30.0;4;4;  1
MergeLast;30.0;4;4;  4
MergeLast;30.0;4;4;  2
MergeLast;30.0;4;4;  5
MergeLast;30.0;4;4;  6
MergeLast;30.0;4;4;  7
MergeLast;30.0;4;4;  8
MergeLast;30.0;4;4;  9
MergeLast;30.0;4;4; 10
SpatialJoin;30.0;4;5;  0
SpatialJoin;30.0;4;5;  1
SpatialJoin;30.0;4;5;  2
SpatialJoin;30.0;4;5;  3
SpatialJoin;30.0;4;5;  4
SpatialJoin;30.0;4;5;  5
SpatialJoin;30.0;4;5;  6
SpatialJoin;30.0;4;5;  7
SpatialJoin;30.0;4;5;  8
SpatialJoin;30.0;4;5;  9
SpatialJoin;30.0;4;5; 10
MergeLast;30.0;4;5;  0
MergeLast;30.0;4;5;  4
MergeLast;30.0;4;5;  1
MergeLast;30.0;4;5;  5
MergeLast;30.0;4;5;  2
MergeLast;30.0;4;5;  6
MergeLast;30.0;4;5;  3
MergeLast;30.0;4;5;  7
MergeLast;30.0;4;5;  8
MergeLast;30.0;4;5;  9
MergeLast;30.0;4;5; 10
SpatialJoin;30.0;4;6;  0
SpatialJoin;30.0;4;6;  1
SpatialJoin;30.0;4;6;  2
SpatialJoin;30.0;4;6;  3
SpatialJoin;30.0;4;6;  4
SpatialJoin;30.0;4;6;  5
SpatialJoin;30.0;4;6;  6
SpatialJoin;30.0;4;6;  7
SpatialJoin;30.0;4;6;  8
SpatialJoin;30.0;4;6;  9
SpatialJoin;30.0;4;6; 10
MergeLast;30.0;4;6;  0
MergeLast;30.0;4;6;  5
MergeLast;30.0;4;6;  1
MergeLast;30.0;4;6;  6
MergeLast;30.0;4;6;  2
MergeLast;30.0;4;6;  7
MergeLast;30.0;4;6;  3
MergeLast;30.0;4;6;  8
MergeLast;30.0;4;6;  4
MergeLast;30.0;4;6;  9
MergeLast;30.0;4;6; 10
SpatialJoin;30.0;4;3;  0
SpatialJoin;30.0;4;3;  1
SpatialJoin;30.0;4;3;  2
SpatialJoin;30.0;4;3;  3
SpatialJoin;30.0;4;3;  4
SpatialJoin;30.0;4;3;  5
SpatialJoin;30.0;4;3;  6
SpatialJoin;30.0;4;3;  7
SpatialJoin;30.0;4;3;  8
SpatialJoin;30.0;4;3;  9
SpatialJoin;30.0;4;3; 10
MergeLast;30.0;4;3;  0
MergeLast;30.0;4;3;  2
MergeLast;30.0;4;3;  1
MergeLast;30.0;4;3;  3
MergeLast;30.0;4;3;  4
MergeLast;30.0;4;3;  5
MergeLast;30.0;4;3;  6
MergeLast;30.0;4;3;  7
MergeLast;30.0;4;3;  8
MergeLast;30.0;4;3;  9
MergeLast;30.0;4;3; 10
SpatialJoin;30.0;4;4;  0
SpatialJoin;30.0;4;4;  1
SpatialJoin;30.0;4;4;  2
SpatialJoin;30.0;4;4;  3
SpatialJoin;30.0;4;4;  4
SpatialJoin;30.0;4;4;  5
SpatialJoin;30.0;4;4;  6
SpatialJoin;30.0;4;4;  7
SpatialJoin;30.0;4;4;  8
SpatialJoin;30.0;4;4;  9
SpatialJoin;30.0;4;4; 10
MergeLast;30.0;4;4;  0
MergeLast;30.0;4;4;  3
MergeLast;30.0;4;4;  1
MergeLast;30.0;4;4;  4
MergeLast;30.0;4;4;  2
MergeLast;30.0;4;4;  5
MergeLast;30.0;4;4;  6
MergeLast;30.0;4;4;  7
MergeLast;30.0;4;4;  8
MergeLast;30.0;4;4;  9
MergeLast;30.0;4;4; 10
SpatialJoin;30.0;4;5;  0
SpatialJoin;30.0;4;5;  1
SpatialJoin;30.0;4;5;  2
SpatialJoin;30.0;4;5;  3
SpatialJoin;30.0;4;5;  4
SpatialJoin;30.0;4;5;  5
SpatialJoin;30.0;4;5;  6
SpatialJoin;30.0;4;5;  7
SpatialJoin;30.0;4;5;  8
SpatialJoin;30.0;4;5;  9
SpatialJoin;30.0;4;5; 10
MergeLast;30.0;4;5;  0
MergeLast;30.0;4;5;  4
MergeLast;30.0;4;5;  1
MergeLast;30.0;4;5;  5
MergeLast;30.0;4;5;  2
MergeLast;30.0;4;5;  6
MergeLast;30.0;4;5;  3
MergeLast;30.0;4;5;  7
MergeLast;30.0;4;5;  8
MergeLast;30.0;4;5;  9
MergeLast;30.0;4;5; 10
SpatialJoin;30.0;4;6;  0
SpatialJoin;30.0;4;6;  1
SpatialJoin;30.0;4;6;  2
SpatialJoin;30.0;4;6;  3
SpatialJoin;30.0;4;6;  4
SpatialJoin;30.0;4;6;  5
SpatialJoin;30.0;4;6;  6
SpatialJoin;30.0;4;6;  7
SpatialJoin;30.0;4;6;  8
SpatialJoin;30.0;4;6;  9
SpatialJoin;30.0;4;6; 10
MergeLast;30.0;4;6;  0
MergeLast;30.0;4;6;  5
MergeLast;30.0;4;6;  1
MergeLast;30.0;4;6;  6
MergeLast;30.0;4;6;  2
MergeLast;30.0;4;6;  7
MergeLast;30.0;4;6;  3
MergeLast;30.0;4;6;  8
MergeLast;30.0;4;6;  4
MergeLast;30.0;4;6;  9
MergeLast;30.0;4;6; 10
